fortunata_y_jacinta_1.txt, Juanito Santa Cruz, llevaron
fortunata_y_jacinta_1.txt, Juanito, reunía
fortunata_y_jacinta_1.txt, Juanito, acabó
fortunata_y_jacinta_1.txt, Juanito, faltarnos
fortunata_y_jacinta_1.txt, Juanito, mejor
fortunata_y_jacinta_1.txt, Juanito, esperado
fortunata_y_jacinta_1.txt, Juanito, nació
fortunata_y_jacinta_1.txt, Juanito, manifestara
fortunata_y_jacinta_1.txt, Juanito Santa Cruz, hecho
fortunata_y_jacinta_1.txt, Juanito, explicó
fortunata_y_jacinta_1.txt, Juanito, emprendió
fortunata_y_jacinta_1.txt, Juanito, vio
fortunata_y_jacinta_1.txt, Juanito, pensó
fortunata_y_jacinta_1.txt, Juanito, discurriendo
fortunata_y_jacinta_1.txt, Juanito, creyó
fortunata_y_jacinta_1.txt, Juanito, vio
fortunata_y_jacinta_1.txt, Juanito, reía
fortunata_y_jacinta_1.txt, Juanito, pintaba
fortunata_y_jacinta_1.txt, Juanito, empezó
fortunata_y_jacinta_1.txt, Juanito, decía
fortunata_y_jacinta_1.txt, Juanito, vio
fortunata_y_jacinta_1.txt, Juanito, manifestó
fortunata_y_jacinta_1.txt, Juanito, enseñado
fortunata_y_jacinta_1.txt, Juanito, pillín
fortunata_y_jacinta_1.txt, Juanito, veía
fortunata_y_jacinta_1.txt, Juanito, rascaba
fortunata_y_jacinta_1.txt, José Izquierdo, reirías
fortunata_y_jacinta_1.txt, Juanito, pasmó
fortunata_y_jacinta_1.txt, Juanito, decía
fortunata_y_jacinta_1.txt, Juanito, sentó
fortunata_y_jacinta_1.txt, Fortunata, tenía
fortunata_y_jacinta_1.txt, Fortunata, tenía
fortunata_y_jacinta_1.txt, Fortunata, metía
fortunata_y_jacinta_1.txt, José Izquierdo, acababa
fortunata_y_jacinta_1.txt, Fortunata, persiguió
fortunata_y_jacinta_1.txt, Fortunata, llevó
fortunata_y_jacinta_1.txt, Juanito Santa Cruz, sacaba
fortunata_y_jacinta_1.txt, Juanito, llegó
fortunata_y_jacinta_1.txt, Fortunata, extravagancia
fortunata_y_jacinta_1.txt, José Izquierdo, persona
fortunata_y_jacinta_1.txt, D. José, deshizo
fortunata_y_jacinta_1.txt, D. José, salió
fortunata_y_jacinta_1.txt, D. José, era
fortunata_y_jacinta_1.txt, D. José, niños
fortunata_y_jacinta_1.txt, D. José, exclamó
fortunata_y_jacinta_1.txt, D. José, dijo
fortunata_y_jacinta_1.txt, José Izquierdo, representaba
fortunata_y_jacinta_1.txt, Juanito, entonces--replicó
fortunata_y_jacinta_1.txt, Juanito, dijo
fortunata_y_jacinta_1.txt, Juanito, retiró
fortunata_y_jacinta_1.txt, Juanito, vieron
fortunata_y_jacinta_1.txt, Fortunata, inspiraba
fortunata_y_jacinta_3b.txt, Fortunata, entró
fortunata_y_jacinta_3b.txt, Fortunata, parecía
fortunata_y_jacinta_3b.txt, Fortunata, oyó
fortunata_y_jacinta_3b.txt, Fortunata, vaciló
fortunata_y_jacinta_3b.txt, Fortunata, quedándose
fortunata_y_jacinta_3b.txt, Fortunata, dado
fortunata_y_jacinta_3b.txt, Fortunata, agachó
fortunata_y_jacinta_3b.txt, Mauricia, más
fortunata_y_jacinta_3b.txt, Mauricia, ven
fortunata_y_jacinta_3b.txt, Maxi, marchado
fortunata_y_jacinta_3b.txt, Fortunata, examina
fortunata_y_jacinta_3b.txt, Fortunata, sigue
fortunata_y_jacinta_3b.txt, Fortunata, mira
fortunata_y_jacinta_3b.txt, Juanito Santa Cruz, viene
fortunata_y_jacinta_3b.txt, Fortunata, mira
fortunata_y_jacinta_3b.txt, Fortunata, ve
fortunata_y_jacinta_3b.txt, Fortunata, Sentía
fortunata_y_jacinta_3b.txt, Fortunata, saliese
fortunata_y_jacinta_3b.txt, Fortunata, vio
fortunata_y_jacinta_3b.txt, Fortunata, metió
fortunata_y_jacinta_3b.txt, Fortunata, inclinaba
fortunata_y_jacinta_3b.txt, Fortunata, venido
fortunata_y_jacinta_3b.txt, Maxi, ocupó
fortunata_y_jacinta_3b.txt, Maxi, habló
fortunata_y_jacinta_3b.txt, Fortunata, aventuró
fortunata_y_jacinta_3b.txt, Fortunata, solos
fortunata_y_jacinta_3b.txt, Maxi, volvió
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Fortunata, encendió
fortunata_y_jacinta_3b.txt, Fortunata, vio
fortunata_y_jacinta_3b.txt, Fortunata, vio
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Maxi, hecho
fortunata_y_jacinta_3b.txt, Maxi, volvió
fortunata_y_jacinta_3b.txt, Maxi, seguía
fortunata_y_jacinta_3b.txt, Fortunata, expresaba
fortunata_y_jacinta_3b.txt, Maxi, dejó
fortunata_y_jacinta_3b.txt, Fortunata, admiró
fortunata_y_jacinta_3b.txt, Maxi, manifestó
fortunata_y_jacinta_3b.txt, Maxi, comió
fortunata_y_jacinta_3b.txt, Maxi, estuvo
fortunata_y_jacinta_3b.txt, Maximiliano, oyeran
fortunata_y_jacinta_3b.txt, Fortunata, veía
fortunata_y_jacinta_3b.txt, Aurora, entró
fortunata_y_jacinta_3b.txt, Aurora, volvió
fortunata_y_jacinta_3b.txt, Aurora, estaría
fortunata_y_jacinta_3b.txt, Aurora, disponiendo
fortunata_y_jacinta_3b.txt, Aurora, vestía
fortunata_y_jacinta_3b.txt, Aurora, tenía
fortunata_y_jacinta_3b.txt, Aurora, volvió
fortunata_y_jacinta_3b.txt, Aurora, pasó
fortunata_y_jacinta_3b.txt, Aurora, secreteó
fortunata_y_jacinta_3b.txt, Fortunata, hecho
fortunata_y_jacinta_3b.txt, Aurora, echó
fortunata_y_jacinta_3b.txt, Aurora, volvió
fortunata_y_jacinta_3b.txt, Fortunata, da--replicó
fortunata_y_jacinta_3b.txt, Fortunata, hacían
fortunata_y_jacinta_3b.txt, Aurora, reían
fortunata_y_jacinta_3b.txt, Maxi, empeoraba
fortunata_y_jacinta_3b.txt, Fortunata, trazó
fortunata_y_jacinta_3b.txt, Fortunata, levantaba
fortunata_y_jacinta_3b.txt, Fortunata, tuvo
fortunata_y_jacinta_3b.txt, Maxi, entró
fortunata_y_jacinta_3b.txt, Fortunata, planchando
fortunata_y_jacinta_3b.txt, Fortunata, dijo
fortunata_y_jacinta_3b.txt, Maxi, sentó
fortunata_y_jacinta_3b.txt, Maxi, irritó
fortunata_y_jacinta_3b.txt, Maxi, ayudarás--prosiguió
fortunata_y_jacinta_3b.txt, Fortunata, tomó
fortunata_y_jacinta_3b.txt, Maxi, despabiló
fortunata_y_jacinta_3b.txt, Maxi, avino
fortunata_y_jacinta_3b.txt, Fortunata, entendía
fortunata_y_jacinta_3b.txt, Fortunata, tiraba
fortunata_y_jacinta_3b.txt, Fortunata, ponía
fortunata_y_jacinta_3b.txt, Fortunata, hacía
fortunata_y_jacinta_3b.txt, Aurora, rendida
fortunata_y_jacinta_3b.txt, Fortunata, iba
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Aurora, convenía
fortunata_y_jacinta_3b.txt, Fortunata, apartaba
fortunata_y_jacinta_3b.txt, Maxi, contestó
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Maxi, observaba
fortunata_y_jacinta_3b.txt, Maxi, tomaba
fortunata_y_jacinta_3b.txt, Maxi, sonreía
fortunata_y_jacinta_3b.txt, Maxi, subió
fortunata_y_jacinta_3b.txt, Fortunata, metió
fortunata_y_jacinta_3b.txt, Maximiliano, instaba
fortunata_y_jacinta_3b.txt, Maxi, hizo
fortunata_y_jacinta_3b.txt, Fortunata, lanzó
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Fortunata, salió
fortunata_y_jacinta_3b.txt, Fortunata, admirase
fortunata_y_jacinta_3b.txt, Fortunata, asustó
fortunata_y_jacinta_3b.txt, Maxi, ve
fortunata_y_jacinta_3b.txt, Fortunata, chistó
fortunata_y_jacinta_3b.txt, Fortunata, desmejorada
fortunata_y_jacinta_3b.txt, Fortunata, entraba
fortunata_y_jacinta_3b.txt, Fortunata, levantó
fortunata_y_jacinta_3b.txt, Maximiliano, permanecía
fortunata_y_jacinta_3b.txt, Fortunata, anduvo
fortunata_y_jacinta_3b.txt, Aurora, faltaba
fortunata_y_jacinta_3b.txt, Fortunata, esperaba
fortunata_y_jacinta_3b.txt, Fortunata, deseaba
fortunata_y_jacinta_3b.txt, Aurora, puso
fortunata_y_jacinta_3b.txt, Fortunata, ayudaba
fortunata_y_jacinta_3b.txt, Aurora, arrancaba
fortunata_y_jacinta_3b.txt, Aurora, suspendió
fortunata_y_jacinta_3b.txt, Aurora, ?--apuntó
fortunata_y_jacinta_3b.txt, Aurora, abandonó
fortunata_y_jacinta_3b.txt, Fortunata, retirarse
fortunata_y_jacinta_3b.txt, Aurora, quedó
fortunata_y_jacinta_3b.txt, Fortunata, dejó
fortunata_y_jacinta_3b.txt, Fortunata, llegó
fortunata_y_jacinta_3b.txt, Maxi, cogiéndole
fortunata_y_jacinta_3b.txt, Maxi, endilgó
fortunata_y_jacinta_3b.txt, Fortunata, apoyó
fortunata_y_jacinta_3b.txt, Fortunata, preguntole
fortunata_y_jacinta_3b.txt, Maxi, levantó
fortunata_y_jacinta_3b.txt, Fortunata, sabía
fortunata_y_jacinta_3b.txt, Fortunata, comprendía
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Maxi, estuvo
fortunata_y_jacinta_3b.txt, Maxi, decía
fortunata_y_jacinta_3b.txt, Fortunata, puso
fortunata_y_jacinta_3b.txt, Maxi, tenía
fortunata_y_jacinta_3b.txt, Fortunata, coge
fortunata_y_jacinta_3b.txt, Maxi, plantó
fortunata_y_jacinta_3b.txt, Fortunata, dejó
fortunata_y_jacinta_3b.txt, Fortunata, pegó
fortunata_y_jacinta_3b.txt, Fortunata, corrió
fortunata_y_jacinta_3b.txt, Fortunata, llevaba
fortunata_y_jacinta_3b.txt, Maxi, apoderarse
fortunata_y_jacinta_3b.txt, Maximiliano, sabido
fortunata_y_jacinta_3b.txt, Fortunata, determinó
fortunata_y_jacinta_3b.txt, Fortunata, puesto
fortunata_y_jacinta_3b.txt, Maxi, llamarse
fortunata_y_jacinta_3b.txt, Fortunata, dijo
fortunata_y_jacinta_3b.txt, Fortunata, poseía
fortunata_y_jacinta_3b.txt, D. Evaristo, dispuesto
fortunata_y_jacinta_3b.txt, Fortunata, pensó
fortunata_y_jacinta_3b.txt, Fortunata, encaminó
fortunata_y_jacinta_3b.txt, Fortunata, entró
fortunata_y_jacinta_3b.txt, D. Evaristo, tenía
fortunata_y_jacinta_3b.txt, Fortunata, cogió
fortunata_y_jacinta_3b.txt, Fortunata, sabía
fortunata_y_jacinta_3b.txt, Fortunata, hizo
fortunata_y_jacinta_3b.txt, Fortunata, seguía
fortunata_y_jacinta_3b.txt, Fortunata, daba
fortunata_y_jacinta_3b.txt, D. Evaristo, pareció
fortunata_y_jacinta_3b.txt, Fortunata, Salió
fortunata_y_jacinta_3b.txt, Fortunata, conocía
fortunata_y_jacinta_3b.txt, Fortunata, llegado
fortunata_y_jacinta_3b.txt, Fortunata, veía
fortunata_y_jacinta_3b.txt, Maxi, empezó
fortunata_y_jacinta_3b.txt, Maxi, expresó
fortunata_y_jacinta_3b.txt, Maxi, repitió
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Fortunata, echar
fortunata_y_jacinta_3b.txt, Fortunata, imaginaba
fortunata_y_jacinta_3b.txt, Maxi, andaba
fortunata_y_jacinta_3b.txt, Maximiliano, descubra
fortunata_y_jacinta_3b.txt, Fortunata, cohibida
fortunata_y_jacinta_3b.txt, Aurora, verla
fortunata_y_jacinta_3b.txt, José Izquierdo, la
fortunata_y_jacinta_3b.txt, Fortunata, encontró
fortunata_y_jacinta_3b.txt, Aurora, verla
fortunata_y_jacinta_3b.txt, Maxi, iba
fortunata_y_jacinta_3b.txt, Maximiliano, discurrió
fortunata_y_jacinta_3b.txt, Maxi, Gallo
fortunata_y_jacinta_3b.txt, Maximiliano, retiró
fortunata_y_jacinta_3b.txt, Maxi, vio
fortunata_y_jacinta_3b.txt, Maxi, trató
fortunata_y_jacinta_3b.txt, D. José, convendría
fortunata_y_jacinta_3b.txt, D. José, levantó
fortunata_y_jacinta_3b.txt, Maxi, quiso
fortunata_y_jacinta_3b.txt, Maximiliano, bebiese
fortunata_y_jacinta_3b.txt, Maxi, personó
fortunata_y_jacinta_3b.txt, Maximiliano, seguía
fortunata_y_jacinta_3b.txt, Maxi, parecía
fortunata_y_jacinta_3b.txt, Fortunata, muerto
fortunata_y_jacinta_3b.txt, Maxi, usaba
fortunata_y_jacinta_3b.txt, Maxi, estaba
fortunata_y_jacinta_3b.txt, Aurora, parecía
fortunata_y_jacinta_3b.txt, Maxi, miró
fortunata_y_jacinta_3b.txt, Maxi, diese
fortunata_y_jacinta_3b.txt, Aurora, honrada
fortunata_y_jacinta_3b.txt, Aurora, defendía
fortunata_y_jacinta_3b.txt, Maxi, perdía
fortunata_y_jacinta_3b.txt, Maxi, decía
fortunata_y_jacinta_3b.txt, Fortunata, mala
fortunata_y_jacinta_3b.txt, Maxi, desconcertó
fortunata_y_jacinta_3b.txt, Maxi, llevó
fortunata_y_jacinta_3b.txt, Maximiliano, apresuró
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Aurora, acordase
fortunata_y_jacinta_3b.txt, Fortunata, reía
fortunata_y_jacinta_3b.txt, Fortunata, acordaba
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Fortunata, contentísima
fortunata_y_jacinta_3b.txt, D. José, rehusó
fortunata_y_jacinta_3b.txt, Fortunata, día
fortunata_y_jacinta_3b.txt, Fortunata, creyó
fortunata_y_jacinta_3b.txt, D. José, hacía
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Fortunata, encontró
fortunata_y_jacinta_3b.txt, Fortunata, sabía
fortunata_y_jacinta_3b.txt, Maxi, parecía
fortunata_y_jacinta_3b.txt, Juan Evaristo, hacía
fortunata_y_jacinta_3b.txt, Fortunata, iba
fortunata_y_jacinta_3b.txt, Maxi, expresó
fortunata_y_jacinta_3b.txt, Fortunata, volvió
fortunata_y_jacinta_3b.txt, D. José, asomó
fortunata_y_jacinta_3b.txt, Fortunata, tuvo
fortunata_y_jacinta_3b.txt, Maxi, alargaba
fortunata_y_jacinta_3b.txt, Fortunata, entender
fortunata_y_jacinta_3b.txt, Maxi, dijo
fortunata_y_jacinta_3b.txt, Fortunata, persignaba
fortunata_y_jacinta_3b.txt, Maxi, decir
fortunata_y_jacinta_3b.txt, Fortunata, quiso
fortunata_y_jacinta_3b.txt, Aurora, sale
fortunata_y_jacinta_3b.txt, Aurora, dice
fortunata_y_jacinta_3b.txt, Fortunata, calles--gritó
fortunata_y_jacinta_3b.txt, Maxi, matado
fortunata_y_jacinta_3b.txt, Fortunata, abría
fortunata_y_jacinta_3b.txt, Fortunata, tuvo
fortunata_y_jacinta_3b.txt, Maxi, salió
fortunata_y_jacinta_3b.txt, José Izquierdo, cuadró
fortunata_y_jacinta_3b.txt, Maximiliano, sonreía
fortunata_y_jacinta_3b.txt, Fortunata, puso
fortunata_y_jacinta_3b.txt, Fortunata, agasajaba
fortunata_y_jacinta_3b.txt, Fortunata, notó
fortunata_y_jacinta_3b.txt, Fortunata, bebía
fortunata_y_jacinta_3b.txt, Fortunata, soñó
fortunata_y_jacinta_3b.txt, Aurora, entraban
fortunata_y_jacinta_3b.txt, Aurora, cogía
fortunata_y_jacinta_3b.txt, Fortunata, allí
fortunata_y_jacinta_3b.txt, Aurora, quedó
fortunata_y_jacinta_3b.txt, Fortunata, dijo
fortunata_y_jacinta_3b.txt, Aurora, metes?--balbució
fortunata_y_jacinta_3b.txt, Fortunata, puso
fortunata_y_jacinta_3b.txt, Aurora, tranquilizaba
fortunata_y_jacinta_3b.txt, Fortunata, dijo
fortunata_y_jacinta_3b.txt, Fortunata, descargase
fortunata_y_jacinta_3b.txt, Fortunata, hizo
fortunata_y_jacinta_3b.txt, Fortunata, continuaba
fortunata_y_jacinta_3b.txt, Fortunata, --gritó
fortunata_y_jacinta_3b.txt, Fortunata, dijo
fortunata_y_jacinta_3b.txt, Aurora, volvió
fortunata_y_jacinta_3b.txt, Fortunata, quería
fortunata_y_jacinta_3b.txt, Maximiliano, hizo
fortunata_y_jacinta_3b.txt, José Izquierdo, apareció
fortunata_y_jacinta_3b.txt, Maximiliano, serio
fortunata_y_jacinta_3b.txt, Maximiliano, levantaron
fortunata_y_jacinta_3b.txt, Fortunata, llamó
fortunata_y_jacinta_3b.txt, Fortunata, bebía
fortunata_y_jacinta_3b.txt, Maxi, allí
fortunata_y_jacinta_3b.txt, Fortunata, sintió
fortunata_y_jacinta_3b.txt, Fortunata, amenazándole
fortunata_y_jacinta_3b.txt, Fortunata, exaltándose
fortunata_y_jacinta_3b.txt, Fortunata, incorporó
fortunata_y_jacinta_3b.txt, Maxi, miraba
fortunata_y_jacinta_3b.txt, Maxi, venido
fortunata_y_jacinta_3b.txt, Fortunata, vuelto
fortunata_y_jacinta_3b.txt, Maxi, dicho
fortunata_y_jacinta_3b.txt, Juan Evaristo, volvió
fortunata_y_jacinta_3b.txt, Fortunata, tomó
fortunata_y_jacinta_3b.txt, Fortunata, consintió
fortunata_y_jacinta_3b.txt, Fortunata, pareció
fortunata_y_jacinta_3b.txt, Fortunata, expresaba
fortunata_y_jacinta_3b.txt, Fortunata, tiró
fortunata_y_jacinta_3b.txt, Maximiliano, comprado
fortunata_y_jacinta_3b.txt, Fortunata, componía
fortunata_y_jacinta_3b.txt, Juan Evaristo, daba
fortunata_y_jacinta_3b.txt, Fortunata, lloraba
fortunata_y_jacinta_3b.txt, Fortunata, rió
fortunata_y_jacinta_3b.txt, Juan Evaristo, pedía
fortunata_y_jacinta_3b.txt, Fortunata, incorporado
fortunata_y_jacinta_3b.txt, Juan Evaristo, dormía
fortunata_y_jacinta_3b.txt, Fortunata, movió
fortunata_y_jacinta_3b.txt, Fortunata, abra
fortunata_y_jacinta_3b.txt, Fortunata, matado
fortunata_y_jacinta_3b.txt, José Izquierdo, entró
fortunata_y_jacinta_3b.txt, Fortunata, miraba
fortunata_y_jacinta_3b.txt, Maxi, mirándole
fortunata_y_jacinta_3b.txt, Maxi, prorrumpió
fortunata_y_jacinta_3b.txt, Maxi, vistió
fortunata_y_jacinta_3b.txt, Maximiliano, expresó
fortunata_y_jacinta_3b.txt, Maxi, iba
fortunata_y_jacinda_3a.txt, D. Evaristo, es--agregó
fortunata_y_jacinda_3a.txt, Fortunata, esas
fortunata_y_jacinda_3a.txt, Fortunata, decía
fortunata_y_jacinda_3a.txt, Fortunata, créelo
fortunata_y_jacinda_3a.txt, Fortunata, comprendió
fortunata_y_jacinda_3a.txt, Fortunata, en
fortunata_y_jacinda_3a.txt, Fortunata, pensado
fortunata_y_jacinda_3a.txt, Fortunata, atravesó
fortunata_y_jacinda_3a.txt, Fortunata, vio
fortunata_y_jacinda_3a.txt, D. Evaristo, fue
fortunata_y_jacinda_3a.txt, Fortunata, Estaba
fortunata_y_jacinda_3a.txt, D. Evaristo, preciaba
fortunata_y_jacinda_3a.txt, Fortunata, convenció
fortunata_y_jacinda_3a.txt, D. Evaristo, es!--indicó
fortunata_y_jacinda_3a.txt, Fortunata, dejó
fortunata_y_jacinda_3a.txt, Fortunata, entendía
fortunata_y_jacinda_3a.txt, Fortunata, contenta
fortunata_y_jacinda_3a.txt, Fortunata, sentía
fortunata_y_jacinda_3a.txt, D. Evaristo, compró
fortunata_y_jacinda_3a.txt, Fortunata, tuviese
fortunata_y_jacinda_3a.txt, Fortunata, empezando
fortunata_y_jacinda_3a.txt, D. Evaristo, estuvo
fortunata_y_jacinda_3a.txt, Fortunata, hablar
fortunata_y_jacinda_3a.txt, D. Evaristo, cesaba
fortunata_y_jacinda_3a.txt, D. Evaristo, permitía
fortunata_y_jacinda_3a.txt, Fortunata, tenía
fortunata_y_jacinda_3a.txt, Fortunata, iba
fortunata_y_jacinda_3a.txt, Fortunata, pasó
fortunata_y_jacinda_3a.txt, Fortunata, oía
fortunata_y_jacinda_3a.txt, Fortunata, hacía
fortunata_y_jacinda_3a.txt, D. Evaristo, sentía
fortunata_y_jacinda_3a.txt, Fortunata, pasmarte--indicó
fortunata_y_jacinda_3a.txt, Fortunata, gritar
fortunata_y_jacinda_3a.txt, Fortunata, notado
fortunata_y_jacinda_3a.txt, D. Evaristo, es
fortunata_y_jacinda_3a.txt, D. Evaristo, alzar
fortunata_y_jacinda_3a.txt, D. Evaristo, preguntó
fortunata_y_jacinda_3a.txt, Fortunata, hecho
fortunata_y_jacinda_3a.txt, Fortunata, sabes
fortunata_y_jacinda_3a.txt, Fortunata, entendía
fortunata_y_jacinda_3a.txt, Fortunata, comía
fortunata_y_jacinda_3a.txt, Fortunata, pensaba
fortunata_y_jacinda_3a.txt, Fortunata, Corrió
fortunata_y_jacinda_3a.txt, D. Evaristo, contestaba
fortunata_y_jacinda_3a.txt, Fortunata, permaneció
fortunata_y_jacinda_3a.txt, D. Evaristo, serlo
fortunata_y_jacinda_3a.txt, D. Evaristo, desplegó
fortunata_y_jacinda_3a.txt, D. Evaristo, volvió
fortunata_y_jacinda_3a.txt, Fortunata, estuvo
fortunata_y_jacinda_3a.txt, Fortunata, podía
fortunata_y_jacinda_3a.txt, D. Evaristo, moría
fortunata_y_jacinda_3a.txt, Fortunata, dio
fortunata_y_jacinda_3a.txt, Maximiliano, abrirá
fortunata_y_jacinda_3a.txt, D. Evaristo, arrugó
fortunata_y_jacinda_3a.txt, Fortunata, estaba
fortunata_y_jacinda_3a.txt, Maximiliano, pensará
fortunata_y_jacinda_3a.txt, Maxi, tomado
fortunata_y_jacinda_3a.txt, D. Evaristo, visitó
fortunata_y_jacinda_3a.txt, Maximiliano, dedicado
fortunata_y_jacinda_3a.txt, Fortunata, asustó
fortunata_y_jacinda_3a.txt, D. Evaristo, atreviose
fortunata_y_jacinda_3a.txt, D. Evaristo, reconoció
fortunata_y_jacinda_3a.txt, D. Evaristo, dos!--dijo
fortunata_y_jacinda_3a.txt, Maxi, dijo
fortunata_y_jacinda_3a.txt, Maximiliano, comprendía
fortunata_y_jacinda_3a.txt, Maxi, dedicado
fortunata_y_jacinda_3a.txt, D. Evaristo, vuelvo
fortunata_y_jacinda_3a.txt, D. Evaristo, descubrió
fortunata_y_jacinda_3a.txt, Maximiliano, llenó
fortunata_y_jacinda_3a.txt, D. Evaristo, Despidiose
fortunata_y_jacinda_3a.txt, D. Evaristo, coche
fortunata_y_jacinda_3a.txt, Fortunata, sabía
fortunata_y_jacinda_3a.txt, Fortunata, existe
fortunata_y_jacinda_3a.txt, D. Evaristo, Creyeron
fortunata_y_jacinda_3a.txt, Fortunata, verle
fortunata_y_jacinda_3a.txt, D. Evaristo, olvidó
fortunata_y_jacinda_3a.txt, D. Evaristo, quedó
fortunata_y_jacinda_3a.txt, Maximiliano, ángel
fortunata_y_jacinda_3a.txt, D. Evaristo, cristiano
fortunata_y_jacinda_3a.txt, Maximiliano, quiere
fortunata_y_jacinda_3a.txt, D. Evaristo, dice
fortunata_y_jacinda_3a.txt, Mauricia, estado
fortunata_y_jacinda_3a.txt, Fortunata, dado
fortunata_y_jacinda_3a.txt, Fortunata, dado
fortunata_y_jacinda_3a.txt, Juanito Santa Cruz, era
fortunata_y_jacinda_3a.txt, Maximiliano, concluyendo
fortunata_y_jacinda_3a.txt, Maximiliano, servido
fortunata_y_jacinda_3a.txt, Maxi, estaba
fortunata_y_jacinda_3a.txt, Maxi, dijo
fortunata_y_jacinda_3a.txt, Fortunata, estaba
fortunata_y_jacinda_3a.txt, Fortunata, siéntate
fortunata_y_jacinda_3a.txt, Maximiliano, sintió
fortunata_y_jacinda_3a.txt, Fortunata, dijo
fortunata_y_jacinda_3a.txt, Maxi, empezó
fortunata_y_jacinda_3a.txt, Fortunata, miraba
fortunata_y_jacinda_3a.txt, Maxi, opinaba
fortunata_y_jacinda_3a.txt, Maxi, apretó
fortunata_y_jacinda_3a.txt, Mauricia, tienes
fortunata_y_jacinda_3a.txt, Fortunata, es
fortunata_y_jacinda_3a.txt, Fortunata, quitó
fortunata_y_jacinda_3a.txt, Maximiliano, habló
fortunata_y_jacinda_3a.txt, Maxi, Refirió
fortunata_y_jacinda_3a.txt, Mauricia, saliese
fortunata_y_jacinda_3a.txt, Mauricia, enfureció
fortunata_y_jacinda_3a.txt, Fortunata, hacía
fortunata_y_jacinda_3a.txt, Fortunata, saldría
fortunata_y_jacinda_3a.txt, Fortunata, componía
fortunata_y_jacinda_3a.txt, Maxi, veía
fortunata_y_jacinda_3a.txt, Fortunata, dile
fortunata_y_jacinda_3a.txt, Mauricia, muriendo
fortunata_y_jacinda_3a.txt, Mauricia, fue
fortunata_y_jacinda_3a.txt, Fortunata, ofenderse
fortunata_y_jacinda_3a.txt, Mauricia, ponía
fortunata_y_jacinda_3a.txt, Fortunata, dijo
